		"Suspension"				"Biofilm"			
"yheE_b3324_at"	"yheE"	69.9	116.8	162.2	248.8	76	162	202	380.5
"yheH_b3330_at"	"yheH"	9.2	60	120.1	161.7	142.7	115.7	132	207.3
"yheL_b3343_at"	"yheL"	312	723.7	1015.7	549.3	605.6	717.5	655.2	529.5
"yheO_b3346_at"	"yheO"	670.8	614	747.3	550.3	818.6	831.7	775.6	587.3
"yheS_b3352_at"	"yheS"	820.4	949.5	934.5	1087.4	778.5	821.9	815.8	1012.5
"yheT_b3353_at"	"yheT"	925.1	606	817.2	1109.2	687	741.7	1073.1	1260.8
"yheU_b3354_at"	"yheU"	601	952.8	986.8	1211.3	611.5	789.1	1073.4	1110.6
"yhfA_b3356_at"	"yhfA"	1394	994.3	581.5	796.4	1038.3	1352.8	757.9	898.3
"yhfC_b3364_at"	"yhfC"	148.6	115.7	188.2	220.5	166.3	203.6	269.6	461.7
"yhfG_b3362_at"	"yhfG"	340.9	886	1771	1239.8	413	958.7	1495.6	1105.6
"yhfK_b3358_at"	"yhfK"	502.3	315.4	46.4	185.4	322.9	365.6	178.5	338.3
"yhfL_b3369_at"	"yhfL"	59.8	117.6	184.2	274.2	71.6	101.3	175.9	286.3
"yhfR_b3375_at"	"yhfR"	162.3	190.2	283.5	345.3	221.4	249	355.3	430.4
"yhfS_b3376_at"	"yhfS"	178.8	429.8	403.9	618.7	167.7	328.8	511.4	704.2
"yhfT_b3377_at"	"yhfT"	219.3	186.9	266.4	460.1	149	286	428.1	509.4
"yhfU_b3378_at"	"yhfU"	138.7	162.3	204.6	292.7	128	198.2	340.5	332.6
"yhfW_b3380_at"	"yhfW"	123.9	113.8	169.9	297.2	127.2	193.7	292	341
"yhfX_b3381_at"	"yhfX"	125.3	141.4	218.4	288.4	213.9	259.3	200.1	351.2
"yhfY_b3382_at"	"yhfY"	284.5	166	54.7	208.1	314	193.3	193.1	345.6
"yhfZ_b3383_at"	"yhfZ"	237.7	148	47.6	280.8	239.3	103	143.4	289
"yhgA_b3411_at"	"yhgA"	187.8	134.3	221.3	265.7	119.3	153.7	213.9	372.2
"yhgE_b3402_at"	"yhgE"	297.4	112.7	182.6	184.2	349.7	258	143.1	343.7
"yhgF_b3407_at"	"yhgF"	593.2	487	320.7	175	586.7	368.2	426.1	400
"yhgG_b3410_at"	"yhgG"	224.7	840.3	83.7	336	298.6	1118.4	692.6	534.4
"yhgH_b3413_at"	"yhgH"	1111.2	744.8	388.6	389.8	824.4	613.7	353.7	391.5
"yhgI_b3414_at"	"yhgI"	1222.7	1524.5	2378.4	2721.3	2156.2	1533.1	2000.7	1720.7
"yhgN_b3434_at"	"yhgN"	197.1	169.2	269.9	345.8	252.6	184.1	297.5	483.6
"yhhA_b3448_at"	"yhhA"	1710.3	2324.3	4498.9	8557.3	1958.7	2500.7	6376.4	6278.9
"yhhH_b3483_at"	"yhhH"	47.6	39.1	118.2	110.7	37.8	68.6	6.5	229.1
"yhhI_b3484_s_at"	"yhhI"	83.2	119	129.3	517.1	97.6	374.7	467.4	920.3
"yhhJ_b3485_at"	"yhhJ"	582.9	338.1	411.8	421.7	567.3	280.4	295.6	565
"yhhL_b3466_at"	"yhhL"	230.6	132.6	300.1	359.6	221.9	279	339.2	499.2
"yhhM_b3467_at"	"yhhM"	454.1	355.7	370.8	459.5	442.6	239	395.1	429.6
"yhhN_b3468_at"	"yhhN"	479.9	305.7	395.2	282.1	492.5	403.2	342	335.3
"yhhQ_b3471_at"	"yhhQ"	82.6	149.3	202	247.9	169.9	139.5	220.3	249.3
"yhhS_b3473_at"	"yhhS"	170.5	160.7	84.4	203.8	193	156	96.2	246.9
"yhhT_b3474_at"	"yhhT"	292.7	503.6	693.5	328.5	332.2	360	511.3	449.6
"yhhW_b3439_at"	"yhhW"	269.4	269.4	266.4	438.9	259	356.2	345.9	454.4
"yhhX_b3440_at"	"yhhX"	693.4	822.9	787.7	767.5	607.6	530.4	506.9	740.2
"yhhY_b3441_at"	"yhhY"	124.3	79.7	48.1	106.9	104	78.8	61.7	192.6
"yhhZ_b3442_at"	"yhhZ"	2.3	24.6	26.4	61.6	7.2	35.6	67.3	119.6
"yhiD_b3508_at"	"yhiD"	1118.9	1334.6	2308.8	298.3	2381.2	1545.8	1569.3	466
"yhiE_b3512_at"	"yhiE"	4172.3	9301.2	9613.1	2084.3	10180.8	5935.1	12167.7	1741.3
"yhiF_b3507_at"	"yhiF"	659.7	476.1	695.6	546	1248.5	298.8	457.4	424
"yhiH_b3486_at"	"yhiH"	350	248.5	91.2	102.1	354.3	249.3	75.2	143.4
"yhiI_b3487_at"	"yhiI"	851.8	675.4	373.1	506.5	737.4	695.3	403.5	567.7
"yhiJ_b3488_at"	"yhiJ"	78.2	69.7	148.9	211.8	101.7	106.2	205.9	341.5
"yhiK_b3489_at"	"yhiK"	43.6	8.6	42.2	20.7	74.9	64.9	115.6	240.4
"yhiL_b3490_at"	"yhiL"	42.3	51.5	126.5	176.7	49.3	71.8	106.4	289
"yhiM_b3491_at"	"yhiM"	603.7	1560.4	931.2	195	1850.9	1953.2	674.8	402.2
"yhiN_b3492_at"	"yhiN"	313.4	30.1	38.4	59.6	293.6	233.6	292.8	85.4
"yhiO_b3494_at"	"yhiO"	878.8	2807	5726.9	5923.1	1569.8	3166.9	4430.4	4073.8
"yhiP_b3496_at"	"yhiP"	706.6	505.6	852.3	814	414.8	987.3	633.6	749.8
"yhiS_b3504_at"	"yhiS"	23.5	42.8	125.2	80.9	32	63.4	64.8	111.3
"yhiU_b3513_at"	"yhiU"	2316.4	2681.3	1355.1	447.3	4422.1	2790.6	1196.2	658.5
"yhiV_b3514_at"	"yhiV"	1211.8	1642.3	433.8	303.4	1585.1	1654.3	359.9	410.1
"yhiW_b3515_at"	"yhiW"	1273.9	614	677.9	249.4	1472.1	508.5	494	354.2
"yhiX_b3516_at"	"yhiX"	2836.7	3023.7	4783	3454	4516.5	2527.7	4575.3	2739.8
"yhjA_b3518_at"	"yhjA"	397.1	196.5	293.2	217.6	266.3	229.5	245.2	447.4
"yhjB_b3520_at"	"yhjB"	129.2	223.4	349.3	444.9	178.9	257	242.7	459.1
"yhjC_b3521_at"	"yhjC"	98.4	182	198.8	345.5	159.5	347.8	259.8	578.8
"yhjD_b3522_at"	"yhjD"	664.8	980.3	1080.8	802.9	594.4	1001.8	862.4	773.4
"yhjE_b3523_at"	"yhjE"	110	111.5	108	100.3	182.7	131.1	191.2	284.3
"yhjG_b3524_at"	"yhjG"	278.7	520.4	388.8	127.9	293.3	530.6	435.7	513.1
"yhjH_b3525_at"	"yhjH"	183.8	258.1	451.8	492	213.6	386.8	486.5	590.6
"yhjJ_b3527_at"	"yhjJ"	492.3	603.8	707.8	632	476.6	618.2	665.9	781
"yhjK_b3529_at"	"yhjK"	376.7	308.2	408.9	526.4	374.5	463.5	294.4	577.9
"yhjL_b3530_at"	"yhjL"	720.9	558.7	1731.9	765.4	720.8	756.3	1887.8	827.2
"yhjM_b3531_at"	"yhjM"	76.9	119.4	162.5	205.2	24.1	173.5	335.3	297.7
"yhjN_b3532_at"	"yhjN"	123.8	130.9	75.5	147.8	72.4	190.1	209.2	441.9
"yhjR_b3535_at"	"yhjR"	361.8	188.6	357.7	326.3	295.1	140.1	335.5	243.4
"yhjS_b3536_at"	"yhjS"	416.7	220.4	318.6	267.2	305.5	245.4	328.2	383
"yhjT_b3537_at"	"yhjT"	264.4	160.4	194.9	115.2	219	113.1	210.8	212.9
"yhjU_b3538_at"	"yhjU"	204	110.4	103.3	107.6	75.1	107	134.5	223.7
"yhjV_b3539_at"	"yhjV"	144.4	81.6	139.9	107.9	119.5	101	102.8	180.7
"yhjW_b3546_at"	"yhjW"	244.2	200.9	72.1	193.9	231	329.6	206	337.8
"yhjX_b3547_at"	"yhjX"	84.4	86.3	48	274.1	78.7	158.9	281	317.9
"yhjY_b3548_at"	"yhjY"	843.7	329.7	388.5	274.3	820.7	271.2	492.1	478.4
"yiaA_b3562_at"	"yiaA"	78.7	68	115.2	212.2	82.6	164.7	247.7	421.3
"yiaB_b3563_at"	"yiaB"	31.6	18.1	49.1	114.7	46.9	66.1	89.2	275.7
"yiaC_b3550_at"	"yiaC"	343	245.5	249.4	166.7	277.4	329.4	178.1	336.6
"yiaD_b3552_at"	"yiaD"	147.3	104.5	125.8	161.9	169.1	230.3	266	304.8
"yiaE_b3553_at"	"yiaE"	344	177.1	161.3	253.3	357.8	289.1	255.4	275.3
"yiaF_b3554_at"	"yiaF"	762	835.6	1006.5	667	724.8	714.5	967.4	594.1
"yiaH_b3561_at"	"yiaH"	46.5	6.1	17.1	41.3	58.9	113.6	22.3	245.8
"yiaI_b3573_at"	"yiaI"	323	195.9	191.4	197.3	260.3	228.6	226.5	473.4
"yiaJ_b3574_at"	"yiaJ"	216.2	210.2	230.2	243.9	220.2	298.1	206	403.9
"yiaK_b3575_at"	"yiaK"	176.8	93.7	50.5	242	145.7	229.3	191.9	421.1
"yiaL_b3576_at"	"yiaL"	97.9	85.3	117.9	189.4	21.3	155	224.2	322.4
"yiaM_b3577_at"	"yiaM"	51.5	94.6	102.1	142.9	47.6	144.7	145.3	194.1
"yiaN_b3578_at"	"yiaN"	32.9	44.2	85.1	93.8	21.9	74.1	84.8	170.9
"yiaO_b3579_at"	"yiaO"	176	143.8	162.1	327.2	50.8	260.8	193.2	343
"sgbH_b3581_at"	"yiaQ"	356.7	269.2	424.7	431.8	254.7	278.4	346.1	413.5
"sgbU_b3582_at"	"yiaR"	120.1	133.3	239.3	253	133.1	262.4	277.5	326.1
"sgbE_b3583_at"	"yiaS"	65	129.9	278.4	378.3	28.5	291.5	338.1	693
"yiaT_b3584_at"	"yiaT"	153.7	73.7	200.6	202.7	123.1	143.1	218.7	273.3
"yiaU_b3585_at"	"yiaU"	215.1	255.6	354.2	347.5	185.1	297.6	282.8	451.2
"yiaV_b3586_at"	"yiaV"	71.4	107.5	193.4	399.6	27	240.3	193	410.1
"yiaW_b3587_at"	"yiaW"	38.1	107.8	222.8	327.6	76.3	269.9	190.5	366.3
"yiaY_b3589_at"	"yiaY"	110	212.6	178.5	306.8	122.5	283.5	272.2	369.1
"yibA_b3594_at"	"yibA"	68.8	24.6	20	75.8	72.7	52.4	67.2	78.7
"yibD_b3615_at"	"yibD"	42.2	84.6	123.3	151.6	17.8	178.8	182.1	295.8
"yibF_b3592_at"	"yibF"	524.2	383	745.4	349.1	557.8	495.7	605.2	544.8
"yibG_b3596_at"	"yibG"	10	4.5	4.3	42.8	4.2	26.4	45.5	97.2
"yibH_b3597_at"	"yibH"	223.6	183.3	427.7	560.5	266	369.1	560.9	670.9
"yibI_b3598_at"	"yibI"	131.9	81	289.7	308.5	229.3	118.4	298.1	324.3
"IG_2322_3765550_3765803_fwd_at"	"yibJ"	60.6	48.1	87.3	117.6	53.2	94.7	105.8	148.5
"yibJ_b3595_at"	"yibJ"	64.7	67.8	64.1	132.3	70.4	95.8	88.1	265.3
"yibK_b3606_at"	"yibK"	268.4	307.6	272.7	324	337.1	367.9	495.8	598.2
"yibL_b3602_at"	"yibL"	450.1	517.6	466.7	782.5	490	334.7	640.3	902.9
"yibN_b3611_at"	"yibN"	1173.6	1495.3	1785.9	813.8	1459.1	1199	1209.7	738.8
"yibO_b3612_at"	"yibO"	621.9	454.3	411.3	460.8	419.8	469.9	508.7	563.9
"yibP_b3613_at"	"yibP"	336.8	521.2	588.7	752.9	272.6	569	617.2	770.2
"IG_2334_3785725_3785853_fwd_at"	"yibQ"	245.4	237.9	269.7	372.4	349.8	312.5	356.5	305.1
"yibQ_b3614_at"	"yibQ"	104.1	104.8	32.1	115.8	171.6	183.8	163.9	196.8
"yicC_b3644_at"	"yicC"	622.3	609.9	878.3	804.5	574	614.4	931	928.8
"yicE_b3654_at"	"yicE"	62	72.8	44.1	228.5	18.4	233.1	193.9	357.9
"yicG_b3646_at"	"yicG"	124.9	97.7	153.1	177.7	100.4	124.6	157.3	224
"yicH_b3655_at"	"yicH"	502.6	333.6	359.9	409.1	474.7	491.8	403	478.1
"yicI_b3656_at"	"yicI"	166.7	237.5	274.4	488	171.2	358.6	316.3	558.2
"yicJ_b3657_at"	"yicJ"	85.4	135.9	146.1	373.3	78.6	233.7	257.1	451
"yicL_b3660_at"	"yicL"	170.9	156.4	199.3	179.1	226.5	235.1	185.2	216
"yicN_b3663_at"	"yicN"	231.3	240.1	281.1	444.9	165.1	354.2	288	430.2
"yicO_b3664_at"	"yicO"	244	170.3	221.2	338	143.1	170.5	206.3	410.1
"IG_2365_3836799_3841590_fwd_at"	"yicS"	91.4	87.2	148.2	145.3	83	149.9	239.8	197.8
"yidA_b3697_at"	"yidA"	231.3	310.7	253.1	311.3	286.3	408.7	224.8	308.9
"yidB_b3698_at"	"yidB"	584.2	572.8	1133.5	842.1	511.9	524.8	1185.7	880.8
"yidC_b3705_at"	"yidC"	415.5	269.1	128.6	184.5	355.6	358.9	118.6	322.9
"IG_2392_3882482_3882704_fwd_at"	"yidD"	990.5	969.6	510.3	521.2	1404.1	1739	485.5	626.8
"yidE_b3685_at"	"yidE"	301	199.9	188.5	248.3	234.8	285.7	349.2	474.4
"yidF_b3674_at"	"yidF"	187.3	106.6	76.6	147	170.8	137.4	155.2	170.1
"yidG_b3675_at"	"yidG"	103	74.4	165.3	153.8	143.9	49.9	132.9	265
"yidH_b3676_at"	"yidH"	208.3	352.2	652.1	361.8	334	223.3	477.9	397.3
"yidI_b3677_at"	"yidI"	111.3	190.7	173.7	213.1	95.9	152.3	183	254.5
"yidJ_b3678_at"	"yidJ"	163.2	165.1	303.1	291.4	157.9	155.5	282.5	306.6
"yidK_b3679_at"	"yidK"	23.7	128.7	125.3	273.6	30.4	123.8	253.4	425
"yidL_b3680_at"	"yidL"	67.4	99.7	118.9	206.5	101.1	133.9	248	347.6
"yidP_b3684_at"	"yidP"	51.8	127.1	80.5	145.5	59	136.5	210.7	342.9
"yidQ_b3688_at"	"yidQ"	1594.4	948.7	901.6	1156.5	1505.8	894.4	1058.1	942.6
"yidR_b3689_at"	"yidR"	100.9	133.1	119.4	230	172.3	155	124.4	356.7
"yidY_b3710_at"	"yidY"	218.6	18.1	33	52.6	148.7	31.4	125.7	239.5
"yidZ_b3711_at"	"yidZ"	19.9	21.9	34.5	71	59.1	123.5	154.6	453.6
"yieE_b3712_at"	"yieE"	900.9	749.6	859.8	455.8	838.4	697.5	812.7	620.4
"yieF_b3713_at"	"yieF"	532.8	342.9	443.8	307.7	425.9	297.6	383.5	328.8
"yieG_b3714_at"	"yieG"	107.6	49.3	59.5	26.9	32.5	168	164.5	145.8
"yieH_b3715_at"	"yieH"	211.8	228.3	310.9	392.9	328.1	251.9	350.6	585
"IG_2404_3896953_3897035_rev_at"	"yieK"	26.4	36.4	23.5	66.3	27.3	30.9	83.4	250.5
"yieK_b3718_at"	"yieK"	55.7	96	213.8	214.7	38.8	218.2	268.9	383.6
"yieL_b3719_at"	"yieL"	7.5	7.8	20.8	16.9	8.8	15.1	25.6	38.3
"yieM_b3745_at"	"yieM"	637.4	345	637.1	612	502.9	448.4	550.7	535.6
"yieO_b3754_at"	"yieO"	84	129.3	91.9	101.4	65.4	73.5	96.5	176.6
"IG_2426_3938807_3944751_rev_f_at"	"yieP"	177.3	183.6	212.1	228	222.4	392.3	310.2	321.1
"yieP_b3755_at"	"yieP"	506.4	256.2	168.4	236.9	293.1	333.4	223.7	292.4
"yifB_b3765_at"	"yifB"	120.1	228.3	318.6	394	87.5	236.4	312.1	526.8
"yifE_b3764_at"	"yifE"	571.5	513.9	268	448.8	641.6	324.2	327.1	433.3
"yifK_b3795_at"	"yifK"	418.4	611.5	703.7	847.2	338.9	571.5	807.8	786.8
"yifN_b3777_at"	"yifN"	108.8	164	211.5	463.7	116.4	216.1	363.7	451.5
"yigA_b3810_at"	"yigA"	507.3	546.2	292.9	306.7	393.3	638.8	308.7	367.7
"yigB_b3812_at"	"yigB"	467.8	104.9	68.4	385	410.8	387.2	179.4	415.7
"yigC_b3843_at"	"yigC"	1213.6	1645.2	1607.5	929.1	1205.2	1307.6	1025.1	816.7
"b3814_at"	"yigE"	89.8	20.4	75.9	116.9	101.8	137.9	125.7	314.8
"yigE_b3815_at"	"yigE"	22.5	36.3	61.2	328.6	61	147.2	281.6	458.5
"yigF_b3817_at"	"yigF"	24.6	12	24	57.2	14.1	46.2	17.5	139.4
"yigG_b3818_at"	"yigG"	5	41.2	28.1	120.1	20.6	48.4	81.1	197.3
"yigI_b3820_at"	"yigI"	129.9	160.3	507.4	769.5	240.8	300.7	580	697.6
"yigJ_b3823_at"	"yigJ"	150.7	207.8	120.1	332.5	279.7	377.3	166.8	371.5
"IG_2471_4007799_4007917_fwd_at"	"yigL"	797.1	623.3	668.1	575	635.7	692.3	558.9	499.5
"yigL_b3826_at"	"yigL"	472.7	302.4	432.2	465.7	355.7	455.3	383.5	422
"yigM_b3827_at"	"yigM"	317.3	146.8	321	477	326.9	293.3	489.5	301.4
"yigN_b3832_at"	"yigN"	620.1	509.1	477.2	464.6	480	468.4	486.2	429
"yigP_b3834_at"	"yigP"	776.9	986.8	1151.2	806.9	786.9	1003.6	1225.1	610.2
"yigU_b3839_at"	"yigU"	458.6	419.8	343.7	379.3	371.6	617.1	299.3	523.2
"yigZ_b3848_at"	"yigZ"	741.5	724.7	1079.8	721.8	696.1	795.6	904.1	727.4
"yihD_b3858_at"	"yihD"	1947.9	1966.2	1225.1	773.8	1161	1041.9	903.6	859.4
"yihE_b3859_at"	"yihE"	575.2	948.2	1159.1	1121.8	794.2	836.5	1141.3	1113.1
"yihF_b3861_at"	"yihF"	94.7	102.3	196.6	357.8	138.3	230.5	172	507.5
"yihG_b3862_at"	"yihG"	85	109.2	124.5	230.7	123	202.3	179.6	343.8
"yihI_b3866_at"	"yihI"	896.6	1092.8	1386.9	1035	996.4	737.8	911.5	942.8
"yihK_b3871_at"	"yihK"	675.9	634.1	810.4	374.1	654.7	802.2	525.1	459.7
"yihL_b3872_at"	"yihL"	157.6	110.1	171.3	275.4	93.4	140.9	100.4	285.5
"yihM_b3873_at"	"yihM"	110.9	87.7	85.3	126.1	93.6	134.2	119.1	347.8
"yihN_b3874_at"	"yihN"	9	14.7	10.9	8.3	6.9	8.8	10	53
"yihO_b3876_at"	"yihO"	52.1	85.7	128.2	125.8	25.5	59.6	110.9	195.7
"yihP_b3877_at"	"yihP"	32.8	17.2	26.3	87.7	32.6	68.2	48.7	163.1
"yihQ_b3878_at"	"yihQ"	98.7	299.1	375.8	568.9	139	259.8	421.9	489.8
"yihR_b3879_at"	"yihR"	39.5	9.7	21.3	34.7	48.7	71.4	25.8	122
"yihS_b3880_at"	"yihS"	56	97	74.7	38.9	36.7	83.2	152.1	231.4
"yihT_b3881_at"	"yihT"	205.3	298.3	311.2	374.7	128	346.1	320.8	519.5
"yihU_b3882_at"	"yihU"	20.3	102.9	33.4	133	12	89.8	263.4	271.8
"yihV_b3883_at"	"yihV"	50.4	249	201.2	363.9	84	253	295.4	288.4
"yihW_b3884_at"	"yihW"	336.1	222.1	268.5	335.6	343.7	249.3	311.7	358.5
"yihX_b3885_at"	"yihX"	2115	1063.7	1053.7	680.6	1437.6	865	956.4	748.7
"yihZ_b3887_at"	"yihZ"	1302.5	1275.2	1112.8	923.7	965.2	971.1	1026.5	835.4
"yiiD_b3888_at"	"yiiD"	517.9	489	605.2	783.5	438.7	620.1	736.9	492
"yiiE_b3889_at"	"yiiE"	76.7	88.4	38.7	135.7	19.1	147.3	178.6	244.2
"yiiF_b3890_at"	"yiiF"	186.8	131.1	169.5	241	189.5	200.3	206.2	390.3
"yiiG_b3896_at"	"yiiG"	83.3	75.6	101.2	155.6	52.4	162.8	99.5	334.9
"yiiL_b3901_at"	"yiiL"	5.6	14.8	29.5	49.5	8.7	63.2	39.2	245.9
"yiiM_b3910_at"	"yiiM"	534.4	606.5	795	564.6	631.2	524.8	581.2	426
"yiiQ_b3920_at"	"yiiQ"	328.4	396.7	426.5	683.8	457.6	361.6	476.4	584.1
"yiiR_b3921_at"	"yiiR"	152.8	199.5	277.3	323.2	121.1	215.7	263.8	379
"yiiS_b3922_at"	"yiiS"	836.1	1022	998.5	708.6	828.7	600.4	798.8	528
"yiiT_b3923_at"	"yiiT"	1508.8	1460.8	1499.9	774.8	1039.7	1221.7	1250.1	664.1
"yiiU_b3928_at"	"yiiU"	898.6	863	777.6	1157.9	1139.4	890.2	812.4	1139.4
"yiiX_b3937_at"	"yiiX"	34.1	58.2	74.2	233.1	102.8	236.9	307.3	197.4
"yijC_b3963_at"	"yijC"	1156.6	829.1	676.9	984.1	856.2	943.3	780.3	850.1
"yijD_b3964_at"	"yijD"	631.9	418	554.7	387.6	531.9	497.3	430.9	483
"yijE_b3943_at"	"yijE"	147.9	167.7	214	309.1	46.1	261	365.5	367
"yijF_b3944_at"	"yijF"	112.6	103.6	197.5	361.2	188.1	204.4	465.1	529.4
"yijI_b3948_at"	"yijI"	6.9	11.5	10.9	14.8	28.8	18.2	14.2	23.4
"yijO_b3954_at"	"yijO"	166.6	154.7	125.7	229.4	163.6	198	216.5	296.4
"yijP_b3955_at"	"yijP"	389.7	230.4	221.5	251.1	330.7	199.6	254.8	430.2
"IG_2600_4210739_4210812_fwd_at"	"yjaA"	10.2	18.2	19.3	55.8	29.8	23.3	35.3	92.5
"yjaA_b4011_at"	"yjaA"	71.5	66	109.7	160.5	122.3	150.9	233	290.7
"yjaB_b4012_at"	"yjaB"	395.4	246.7	517.5	427.2	336.1	282	459.6	415.3
"yjaE_b3995_at"	"yjaE"	396.9	840	792.5	733	545.1	428.6	683.9	997.6
"yjaG_b3999_at"	"yjaG"	484.8	386.1	421.8	414.9	495.8	434.9	353.6	400.4
"yjaH_b4001_at"	"yjaH"	455.1	300.2	233.8	320.7	343	450.9	295.8	409.1
"yjbA_b4030_at"	"yjbA"	155.3	172.9	241.8	233.3	174.3	211.1	337.9	326.2
"yjbB_b4020_at"	"yjbB"	161.1	175.7	206.4	186.1	191.5	331.7	202.8	407.3
"yjbC_b4022_at"	"yjbC"	279.3	236.7	134.5	236.3	197	229	204	254.1
"yjbD_b4023_at"	"yjbD"	709.2	451.6	551.7	539.2	474.4	735.5	406	763.8
"yjbE_b4026_at"	"yjbE"	45.2	21.2	24.8	65.3	45.2	39.7	32.6	59.6
"yjbF_b4027_at"	"yjbF"	212.5	171.5	291.9	576.8	346.4	248.5	428.2	673.2
"yjbG_b4028_at"	"yjbG"	50.4	93.7	120.2	176.1	113.1	142.6	296.2	412.2
"yjbH_b4029_at"	"yjbH"	89.4	215.4	308.8	402.2	247.9	209.1	228.7	468.9
"yjbI_b4038_at"	"yjbI"	25	56.1	86.2	105.6	19.9	94.3	76.4	261.3
"yjbJ_b4045_at"	"yjbJ"	5246	14712.6	34549.7	28967.6	6859.6	9392.1	38218.7	20617.1
"yjbK_b4046_at"	"yjbK"	518.1	591.8	382.1	440.8	727	873.1	390.7	544.1
"yjbL_b4047_at"	"yjbL"	1.9	14.1	8.3	47	4.6	34.6	62.2	105.7
"yjbM_b4048_at"	"yjbM"	36.7	72.6	134.9	200.7	39.4	136.4	129.4	249.7
"yjbN_b4049_at"	"yjbN"	179.9	220.5	227.2	217	259	332.2	302.1	468.4
"yjbQ_b4056_at"	"yjbQ"	2366.3	3093.2	1973.3	979.2	2893.7	2815.1	1592.4	794.9
"yjbR_b4057_at"	"yjbR"	1574.7	2839.8	1781.9	820.3	2059.8	2656.5	1411.1	716.8
"yjcB_b4060_at"	"yjcB"	69.8	146.6	223.3	267.4	224	232.8	220.7	320
"yjcC_b4061_at"	"yjcC"	259.9	309.1	490.1	778.5	345.1	438.4	420.4	597.7
"yjcE_b4065_at"	"yjcE"	706.6	302.6	295.7	254.3	514	410.7	313.5	449.9
"yjcF_b4066_at"	"yjcF"	17.4	5	34.2	26.2	8.6	22.9	53.7	116.1
"yjcH_b4068_at"	"yjcH"	1573.1	302.5	358	414.2	355.6	381.6	616.4	515
"yjcO_b4078_at"	"yjcO"	249.1	134.1	29.3	29.2	185.9	154.7	32.1	54.6
"yjcP_b4080_at"	"yjcP"	38.6	65.9	76.7	192	27.4	88.6	106.3	423.2
"IG_2656_4300517_4300656_rev_at"	"yjcQ"	432.1	323.2	323.7	471.2	279	329.8	346.2	532
"yjcQ_b4081_at"	"yjcQ"	260.7	390.1	426.2	623.7	300.1	830.2	606.7	705.8
"yjcR_b4082_at"	"yjcR"	19.6	44	92.2	279.6	16.4	216	143.6	361.4
"yjcS_b4083_at"	"yjcS"	399.6	447.6	587.7	722.6	478.7	543.1	618.9	878.6
"yjcV_b4086_at"	"yjcV"	272.2	166.1	197.3	403	213.5	176.4	266.2	383.7
"yjcX_b4088_at"	"yjcX"	583.1	401.4	582	614.9	544.9	432.2	522.4	671.8
"yjcZ_b4110_at"	"yjcZ"	543.5	341.3	475.5	703.8	146.5	454.3	538.3	773.4
"yjdA_b4109_at"	"yjdA"	100.4	111.9	206.7	213.4	100.9	153.9	239.3	342.1
"yjdB_b4114_at"	"yjdB"	361.3	238.3	231.8	373.2	185.1	245.5	294.1	410.4
"yjdC_b4135_at"	"yjdC"	1835	1379.9	2031.7	2467.8	1764.8	1491.4	2478	1828.6
"yjdE_b4115_at"	"yjdE"	79.8	114.9	115.3	180	96.3	256.5	244.3	309.3
"yjdF_b4121_at"	"yjdF"	174.3	192.9	237.8	283.4	215	340.2	241.2	526.5
"yjdG_b4124_at"	"yjdG"	335.7	196.9	202.8	259.8	300.4	244.7	269.9	394
"yjdH_b4125_at"	"yjdH"	352.1	245.1	181.7	308.6	526.9	302.4	245.7	343.7
"yjdI_b4126_at"	"yjdI"	1077.8	545.5	419.2	634.5	639.3	422.2	603.6	825.2
"yjdJ_b4127_at"	"yjdJ"	1395.6	409.4	384.7	628.2	1009.4	263.6	532.3	683.3
"yjdK_b4128_at"	"yjdK"	101.2	52.1	115	130.8	83.9	105.5	123.5	223.6
"yjdL_b4130_at"	"yjdL"	237.2	205.5	207.6	343.2	213.2	217.2	304.5	408.2
"yjeA_b4155_at"	"yjeA"	159.8	248.5	269.7	349	211.1	315.9	303.2	394.6
"yjeB_b4178_at"	"yjeB"	831.1	961.5	674	458.3	1242	663	682.3	495.5
"yjeE_b4168_at"	"yjeE"	617.3	1304.8	1427.9	587	730.1	1351.6	954.1	509.4
"yjeF_b4167_at"	"yjeF"	1369.2	1980.4	2163.3	949.4	1111	1772.8	1538.4	720.7
"yjeH_b4141_at"	"yjeH"	412.2	436.1	525.1	354.1	500.4	560.1	502.9	666.1
"yjeI_b4144_at"	"yjeI"	1790.9	767.5	523.1	607.8	999.8	582.7	652.5	644.8
"yjeJ_b4145_at"	"yjeJ"	114.4	74.2	189.2	171.2	108.5	152.6	222.7	383.6
"yjeK_b4146_at"	"yjeK"	282.2	396.9	691.5	492.3	319.2	376.9	508.6	593.1
"yjeM_b4156_at"	"yjeM"	162.5	218	201.8	169.2	177.8	364.4	313.6	299.1
"yjeN_b4157_at"	"yjeN"	68.9	92.7	25.1	43.7	84.4	147.4	135.6	163.5
"yjeO_b4158_at"	"yjeO"	135.6	136.3	301.9	341.7	162.4	262.2	179.7	371.5
"yjeP_b4159_at"	"yjeP"	381.9	480.3	396.4	517.2	301.3	525.3	445.2	629.9
"IG_2709_4389049_4390505_rev_f_at"	"yjeQ"	88.9	101.9	121.2	135.4	90.9	124.5	128.6	163.9
"IG_2707_4383597_4389112_fwd_at"	"yjeR"	71.1	117.7	103.7	154.1	75.4	149.6	175.3	96.6
"yjeT_b4176_at"	"yjeT"	56.8	16.5	86.3	201.6	164.9	194.1	193.7	371.9
"yjfA_b4223_at"	"yjfA"	11.3	30	136	88	7.4	20.5	47.4	197.2
